invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
321075,Ph/Pharma Plus Nasr Mall,717,25032026,13:51:04,NSC/151,,,4002.11,969.92,3032.19,5,
321078,ElFamily Montaza,729,22032026,17:57:47,NSC/31,,,3173.98,831.41,2342.57,3,
321079,el Family Montaza Mall,754,10032026,20:17:14,,Cairo,Nasr City,6781.61,1376.88,5404.73,11,CLSD
321081,MIS NASR br.2,717,16-Mar-2026,23:16:22,Nasr  City 45 Nasr,,,3202.53,721.52,2481.01,4,
321083,PY/City Car Nasr-A,713,22-Mar-2026,08:04:17,NSC/134,,,4895.87,778.99,4116.88,9,
321084,Ebn Sina Smouha Mall,755,22032026,11:16:11,blk 2 - NSC - police st.,,,6202.15,963.37,5238.78,8,
321087,PH green leaf nasr Main Road,726,15-Mar-2026,23:22:45,NSC/108,,,1575.71,165.56,1410.15,4,
321090,EL el tourath helwlan br.229,724,11032026,16:55:36,"Tahrir 8, NSC zone",,,3788.95,544.79,3244.16,4,
321091,PH el faraby zayed,750,05032026,23:44:41,blk 28 - NSC - police st.,,,2162.15,308.68,1853.47,5,CLSD
321094,Sehha First Mall,724,15032026,23:43:59,"184 Corniche st., near metro, NSC",Cairo,Nasr City,11103.86,1414.18,9689.68,15,CLSD
321095,PH El Baraka Station St.,719,13032026,16:53:19,"227 Zayed st., near mosque, NSC",,,1374.04,142.82,1231.22,3,CLSD
321096,PY/el faraby nasr-A,704,05032026,21:08:25,"Nasr 154, NSC zone",Alexandria,Smouha,3783.31,407.01,3376.30,7,CLSD
321101,EL Family Montaz Station St.,718,04032026,17:45:02,,,,3026.45,597.92,2428.53,6,CLSD
321103,Golden Care Zayed Branch 1,755,22032026,13:39:36,,,,3014.01,455.89,2558.12,7,
321104,Union Pharm Banha (2),754,07032026,20:15:56,Nasr Ctiy 114 Abbas,,,3815.78,843.56,2972.22,7,
321105,Anel Nozha 6th Zone,747,27032026,11:08:49,,,,9904.24,2391.74,7512.50,8,
321106,El-ELITE AGAMI 04,711,16032026,15:09:47,"Abbas 154, NSC zone",,,4885.43,549.77,4335.66,7,
321107,el DR MEDHAT BANHA-A,760,23032026,15:03:23,,,,4566.94,1034.55,3532.39,10,
321108,PY/dr medhat banha br.2,752,12032026,18:50:37,"Horreya 125, NSC zone",,,8111.36,1721.94,6389.42,10,
321109,el DR MEDHAT BANHA-A,712,01032026,20:35:30,blk 4 - NSC - police st.,,,4428.06,714.12,3713.94,9,CLSD
321111,SALAMTEK Branch 1964,743,04032026,19:37:11,,,,7069.34,706.95,6362.39,11,
321112,Ph/Salamtek 6th Zone,725,28032026,12:40:58,,,,3279.23,288.18,2991.05,11,
321113,el salamtekk 011,710,06-Mar-2026,18:13:53,"174 Gamet Dewal st., near bridge, NSC",,,4334.74,573.08,3761.66,7,CLSD
321114,el salamtekk 011,721,17032026,18:29:32,,,,11158.72,2704.51,8454.21,12,
321115,Ph/Salamtek 6th Zone,728,02032026,23:08:39,blk 18 - NSC - metro,,,5500.14,473.62,5026.52,9,
321116,PH City Care Nasr (2),700,05032026,15:13:47,blk 6 - NSC - gas station,,,4562.03,1055.91,3506.12,4,
321117,HEALTH GATE NASR Mall,717,02032026,22:00:07,blk 11 - NSC - bridge,,,2938.50,726.82,2211.68,4,
321118,El-Elite hSubra (2)180,766,17032026,17:52:38,"Autostrad 133, NSC zone",,,5601.14,441.80,5159.34,13,CLSD
321121,ebn sina Mall,768,17032026,20:28:46,,,,8475.57,1249.53,7226.04,8,
321122,EL EBN WH-666,719,13-Mar-2026,23:09:46,Nasr City 135 Muustafa Nahhas,Alexandria,Smouha,4201.48,414.87,3786.61,8,
321125,PY/OMEGA br.2,701,16-Mar-2026,23:39:32,"Salah Salem 22, NSC zone",,,3004.92,797.48,2207.44,7,CLSD
321129,Ph/Care 24 Seven Oboru Branch 2,774,27032026,09:34:37,"Autostrad 224, NSC zone",,,2653.35,556.85,2096.50,6,CLSD
321132,PYY/Care 24 Seven 04,722,20032026,13:38:27,"Tahrir 237, NSC zone",,,2523.84,746.52,1777.32,5,CLSD
321133,CARRE 24 SEVEN (2),763,28032026,12:44:33,NSC/63,,,7022.76,1372.02,5650.74,9,CLSD
321136,PY/HEALTH GATE IMBABA 011,735,21032026,12:43:56,NSC/120,Giza,Faisal,1797.21,291.50,1505.71,3,
321140,Ph/al nozha 011,720,26032026,13:21:07,blk 23 - NSC - park,,,6861.24,1880.49,4980.75,10,CLSD
321141,El-AL NOZHA,742,03032026,19:13:54,Nas City 31 Port Said,Giza,Mohandessin,3487.96,857.93,2630.03,10,
321142,AL NOZHAM ain Road,750,03032026,20:15:12,"Horreya 26, NSC zone",,,3599.87,494.58,3105.29,7,
321144,PY/ebn  sina shubra Branch 2,705,13032026,17:25:29,"Faisal 73, NSC zone",Cairo,Nasr City,3067.28,310.07,2757.21,4,CLSD
321145,ElFaraby 6th Zone,753,05032026,21:18:45,,,,9768.70,1846.53,7922.17,15,CLSD
321146,PH EL WH-690,703,27032026,10:29:58,,,,4304.03,492.08,3811.95,4,
321148,el golden care nasr Main Road,765,17032026,18:51:43,NSC/47,,,1208.01,92.36,1115.65,2,
321149,EL BARAKA NNASR Branch 1,751,07032026,16:21:37,"109 9th District st., near park, NSC",,,3632.45,512.31,3120.14,8,CLSD
321153,EL Blue Wave gAami Main Road,705,26032026,16:45:53,,Giza,Mohandessin,2145.69,294.25,1851.44,5,CLSD
321154,city care nasr Statoin St.,738,24-Mar-2026,11:23:17,Nas rCity 108 Faisal,,,1134.29,256.46,877.83,2,CLSD
321156,PY/PHAMA PLUS br.2330,733,09032026,16:23:37,blk 29 - NSC - market,,,12721.21,1695.11,11026.10,13,
321158,EL Life Line Mall214,738,11032026,18:35:06,"Tahrir 175, NSC zone",,,8713.73,1450.67,7263.06,8,
321161,SALAMTEK MARG Branch 2,715,16032026,18:35:09,,,,8815.95,1574.85,7241.10,14,CLSD
321162,Ph/HOPE 6th Zone,760,20032026,12:26:50,NSC/148,,,2766.81,556.22,2210.59,2,
321165,Ph/ohpe,715,07032026,20:03:30,"Corniche 102, NSC zone",,,2249.82,391.55,1858.27,4,CLSD
321166,sunrie obour-A,741,13-Mar-2026,19:58:29,,,,6353.21,1434.07,4919.14,12,
321167,P/hMisr Nasr-A,752,23032026,14:22:38,,,,4670.49,887.86,3782.63,7,
321168,el el hokama br.2426,704,14032026,16:48:52,blk 3 - NSC - gas station,,,2453.53,142.94,2310.59,7,
321169,PY/MMisr,747,28032026,14:17:52,Nasr City 129H orreya,,,7551.49,1226.83,6324.66,7,
321170,Ph/Misr Branch 1,748,24032026,14:02:39,,,,9702.36,2135.98,7566.38,10,
321171,Misr BBranch 1,713,13032026,23:41:14,,,,2233.70,368.14,1865.56,5,CLSD
321172,PH union pharm,760,26032026,13:06:26,"212 Mustafa Nahhas st., near square, NSC",,,1144.58,237.98,906.60,3,CLSD
321173,PH union pharm,744,05032026,18:01:27,blk 6 - NSC - park,,,3161.22,277.22,2884.00,6,
321174,El-el baraka br.2,774,11032026,18:37:26,NSC/75,,,6147.26,1350.46,4796.80,5,CLSD
321175,El-El Braka 011,741,10032026,21:40:10,,,,6509.52,1508.22,5001.30,8,
321176,Ph/EL BARAKA Branch 2,738,10032026,21:12:07,"94 Sudan st., near hospital, NSC",,,2197.92,434.64,1763.28,2,
321177,PH El Shifa 011,734,25032026,16:45:59,"Nile 173, NSC zone",,,731.24,121.04,610.20,3,
321179,PY/city care nasr Station St.468,723,05032026,16:26:41,,,,5073.52,680.74,4392.78,6,CLSD
321180,PH HEALTH GATE NASR Mall,719,28032026,11:45:46,,,,4521.24,385.92,4135.32,6,CLSD
321181,El-Golden Care412,729,01032026,16:25:09,"227 Nile st., near hospital, NSC",,,2302.52,453.21,1849.31,6,CLSD
321182,PHU nion Pharm 011,727,21032026,09:45:02,"29 Autostrad st., near park, NSC",,,6461.73,665.95,5795.78,11,
321183,El Zahraa Nasr Station St.,772,26032026,11:44:08,"Tahrir 153, NSC zone",,,6668.59,860.07,5808.52,13,CLSD
321184,PY/Mira Nasr (2),718,15-Mar-2026,21:39:49,,,,5667.08,1378.58,4288.50,11,CLSD
321185,El-El Nasr Montaza 6th Zone,708,12032026,22:32:49,blk 22 - NSC - bridge,,,3203.54,635.15,2568.39,4,
321186,El Nasr Montaza Main Road,729,01032026,17:43:16,NSC/23,,,6897.53,1486.06,5411.47,12,
321188,Ph/EL NASR MONTAZA,713,19032026,20:14:43,Nasr Cit y185 Faisal,,,5353.32,931.77,4421.55,4,
321189,Ph/El Tourath Oct City,739,07032026,17:04:59,,,,3869.60,718.01,3151.59,7,CLSD
321190,FAIMLY 011,703,26032026,14:01:42,Nasr City 224 Horreya,,,5268.79,513.63,4755.16,5,
321191,union pharm,775,12032026,19:28:39,,,,3611.62,921.87,2689.75,6,CLSD
321192,EL Union Pharm-A806,710,05032026,23:08:39,,,,4259.59,551.72,3707.87,6,
321193,PY/Better Life 011,732,13032026,21:58:12,Nasr City 127 Salah alem,,,2551.19,293.08,2258.11,7,CLSD
321195,union pharm nasr 04,772,19032026,17:58:07,"Port Said 239, NSC zone",Cairo,Nasr City,3346.19,550.58,2795.61,4,CLSD
321196,PH nlie care maadi Mall,709,15032026,21:40:54,,,,2108.21,439.83,1668.38,7,CLSD
321197,PH al amal nasr,717,26032026,12:35:22,,,,12655.84,2850.03,9805.81,15,
321198,el Al Amal Nasr Main Road,706,11032026,22:03:48,,,,4701.98,829.05,3872.93,7,
321199,Ph/AL AMAL NASR 011888,720,03032026,21:09:14,NSC/163,,,11022.75,2709.66,8313.09,14,CLSD
321200,PH al amal nasr,750,22032026,08:49:24,,,,5036.72,771.81,4264.91,6,
321201,Ph/El Tourath Nsr,747,24032026,14:24:19,,,,7208.12,1615.74,5592.38,12,
321203,E-OMEGA472,731,15032026,17:06:32,NSC/202,Alexandria,Smouha,8373.42,963.03,7410.39,13,CLSD
321204,el bette rlife obour Main Road,716,17032026,20:47:07,,,,4414.12,741.54,3672.58,9,CLSD
321207,El-Better Life Square-A,744,10032026,18:26:23,NSC/63,Alexandria,Smouha,14311.73,1430.86,12880.87,15,CLSD
321208,el Alpha Pharma (2),731,07032026,23:43:14,Nasr City 237 Faissal,,,2769.56,266.99,2502.57,4,CLSD
321210,Ph/ALPHA PHARMA Statoin St.,748,02032026,16:00:21,,,,5907.18,1219.07,4688.11,5,
321211,Al Ammal Nasr Station St.,755,18032026,22:37:03,"Salah Salem 53, NSC zone",,,3023.88,475.24,2548.64,4,
321212,Ph/life line nasr Station St.,767,07032026,20:45:19,,,,3653.47,542.66,3110.81,5,CLSD
321213,LIFE LINE NASR 6th Zone,768,18032026,21:29:58,"74 Port Said st., near school, NSC",,,7395.19,998.16,6397.03,11,CLSD
321214,Ph/GOLDEN CAARE Branch 2569,745,09032026,20:58:01,,,,5850.68,497.82,5352.86,10,
321215,mira Brancch 2,756,11-Mar-2026,22:36:52,Nasr Cit 50 Tahrir,,,4694.55,819.27,3875.28,10,
321216,EL el hokama nohza (2),726,10032026,19:46:09,,Cairo,Nasr City,2919.01,261.26,2657.75,10,CLSD
321218,El-misr oct city Branch 2,764,15032026,20:27:45,,,,5350.60,1015.09,4335.51,12,CLSD
321219,PH Misr Oct Cit-A,762,05032026,22:44:36,NSC/46,,,5952.92,1093.50,4859.42,12,CLSD
321220,HOPE BANHA WH-764,708,23032026,13:19:52,,,,1947.96,282.85,1665.11,4,CLSD
321222,El-bluewave 04,762,01032026,18:16:26,,Giza,Faisal,2512.57,595.18,1917.39,4,CLSD
321223,el pharma plus zayed Branch 2,777,26032026,10:22:18,,,,1849.10,140.88,1708.22,3,CLSD
321224,Ph/pharma plus zayed,732,04032026,17:30:51,,,,1660.08,196.05,1464.03,5,CLSD
321225,Ph/PHARMA PUS ZAYED 04,741,02032026,23:50:48,Nasr City 126 Nsr,,,4710.67,1097.28,3613.39,8,
321226,Ph/better life,756,19032026,17:50:00,Nasr City 111 Gamet Dewwal,,,6063.36,954.20,5109.16,8,CLSD
321227,EL Bettter Lifeb r.2,713,26032026,16:57:01,NSC/28,,,2912.55,461.10,2451.45,6,
321228,el seha first,742,28032026,12:01:20,blk 22 - NSC - hospital,,,4787.76,1161.24,3626.52,5,
321229,el SEHA FIRSTT 6th Zone,756,09032026,19:26:25,"Abbas 16, NSC zone",,,7107.44,949.92,6157.52,11,CLSD
321230,el seha first,760,06032026,20:25:15,,,,699.76,159.63,540.13,3,CLSD
321231,PH UNION PHARM IMBABA Braanch 2,706,09032026,16:46:47,,,,992.28,141.64,850.64,2,
321232,HOEP 04,726,04032026,15:39:49,"Horreya 130, NSC zone",,,4185.73,481.12,3704.61,6,
321236,el Life Line Nasr Station St.,760,07032026,19:11:19,,,,5280.93,1336.04,3944.89,4,
321237,Life Line Nasr 04,759,10-Mar-2026,21:48:02,,,,5936.65,1303.12,4633.53,8,CLSD
321238,Pharma PPlus (2),751,12032026,20:15:26,,,,4281.50,754.51,3526.99,6,
321240,misr 011,744,20032026,13:25:04,,,,4509.67,394.35,4115.32,5,
321241,Dr Medhat Banha Mall,720,04032026,21:52:05,,,,3021.66,800.97,2220.69,6,CLSD
321242,Dr Medhat BBanha,755,16032026,19:23:57,NSC/201,,,2445.17,340.24,2104.93,5,CLSD
321243,PY/SSILVER CARE MARG Station St.,710,26032026,08:33:17,,,,5226.66,686.75,4539.91,6,CLSD
321244,PH/SILVVER CARE WH-788,704,05032026,15:45:35,blk 14 - NSC - school,,,4162.54,478.27,3684.27,4,CLSD
321248,EL ALPHA PHARMA OCT CITY Main Road,720,22032026,12:22:13,,,,2599.61,643.01,1956.60,3,CLSD
321250,El-alpha pharma oct city,703,24032026,12:47:38,,,,3138.30,293.84,2844.46,5,CLSD
321251,Ebn Sin aBranch 2,776,16-Mar-2026,22:30:29,Nasr City 149 Faissal,,,1510.58,134.25,1376.33,2,
321252,PH/EL NASR WH-796,756,22032026,12:45:59,,,,9065.27,1300.85,7764.42,7,CLSD
321253,Ph/El Nasr (2),733,08032026,23:19:08,blk 23 - NSC - bridge,,,4894.55,598.02,4296.53,8,
321255,EbnSina Nars 04951,720,13032026,16:53:08,Nasr City 207Tahrir,,,3581.87,995.62,2586.25,7,
321257,PY/SILVER CARE AGAMI Branch 2,738,19032026,23:48:22,"144 Sudan st., near park, NSC",,,4479.31,700.95,3778.36,7,CLSD
321258,PH BLUE WAVE br.2,721,11032026,19:14:20,NSC/142,,,3546.82,904.32,2642.50,9,
321259,Ph/blue wave Main Road,729,05032026,17:37:50,,,,5736.09,1324.50,4411.59,14,
321262,PH Elite Agami Main Road,753,03032026,21:25:22,,,,5265.12,1009.20,4255.92,10,
321264,Ph/Golden Care Nasr Branch 2,722,21032026,14:44:32,,,,3244.99,819.93,2425.06,8,CLSD
321265,GOLDEN CARE NASR Mall,700,08032026,14:54:35,"Salah Salem 94, NSC zone",,,2453.56,640.64,1812.92,3,
321267,GOLDEN CARE NASR Branch 1,740,12032026,16:49:38,blk 23 - NSC - police st.,,,3782.07,791.21,2990.86,6,CLSD
321269,El-star care,702,14-Mar-2026,23:01:56,Nsar City 104 Horreya,,,6706.70,526.71,6179.99,7,
321270,Nile Care Nasr Station St.,759,16032026,19:19:51,Nasr Ciy 220 Autostrad,,,1385.84,350.01,1035.83,2,CLSD
321271,EL sunrse,747,05032026,21:28:36,,,,3769.56,808.51,2961.05,7,
321273,mira 011,760,06032026,22:32:03,"Haram 185, FSL zone",Alexandria,Smouha,2706.07,567.11,2138.96,7,CLSD
321274,PH Mirra (2),774,20032026,16:43:27,"234 Corniche st., near school, FSL",,,9466.76,1901.76,7565.00,12,CLSD
321275,PY/family faisal Station St.,743,27032026,08:40:03,Faisal46 Nasr,,,3781.59,526.31,3255.28,4,CLSD
321277,el AAl Amal Main Road,714,07032026,21:24:26,Faisal1 67 Autostrad,Giza,Faisal,2247.97,309.14,1938.83,6,CLSD
321278,el Al Amal 04,731,13032026,20:02:32,"Tahrir 114, FSL zone",,,3086.48,331.98,2754.50,6,CLSD
321279,Hope Station St.,732,09-Mar-2026,19:51:37,"Gamet Dewal 220, FSL zone",,,5334.56,643.06,4691.50,12,
321280,El-Golden Care rb.2,717,02032026,23:52:03,blk 8 - FSL - hospital,,,6019.24,1379.48,4639.76,9,CLSD
321281,El-SALAMTEK FAISAL (2),743,07032026,22:22:05,blk 9 - FSL - metro,,,2890.82,261.87,2628.95,5,CLSD
321284,el El Baraka Square Branch 2364,737,23032026,11:32:14,,,,3951.29,579.55,3371.74,6,
321286,P/pharma plus maadi,722,01-Mar-2026,23:56:50,,,,3710.10,957.41,2752.69,5,CLSD
321287,Hpe Obour Branch 2,744,28032026,08:27:24,"93 Port Said st., near mosque, FSL",,,4630.49,406.59,4223.90,4,CLSD
321288,Hop Obour,749,15032026,17:08:04,"43 Faisal st., near school, FSL",,,4382.56,933.88,3448.68,5,
321289,el HOPE OBOUR Branch 2183,765,24032026,10:56:38,,,,2651.40,246.50,2404.90,4,
321290,El-DR  MEDHAT Main Road,720,06032026,23:34:15,Faissal 141 Haram,,,2128.17,550.53,1577.64,6,
321291,Dr Medhat,723,18032026,19:37:35,FSL/185,,,9089.57,1112.88,7976.69,15,
321292,Ph/city care (2),723,25032026,15:23:29,,,,1574.08,208.81,1365.27,5,
321294,el El Faraby Oct City 6th Zone,720,08032026,18:30:02,blk 21 - FSL - metro,,,5102.59,1354.53,3748.06,8,CLSD
321295,PY/Mira Faisal-A,738,03032026,18:42:03,blk 10 - FSL - school,,,3954.60,613.05,3341.55,8,
321297,Pharma Plus Main Road,759,21032026,14:47:48,,,,1881.48,385.50,1495.98,4,CLSD
321298,el Seha First Agami Mall,708,27032026,08:24:09,"115 Gamet Dewal st., near market, FSL",,,1818.20,331.00,1487.20,4,
321300,Ebn Sina Faisal Branch 235,726,01032026,23:10:56,,Giza,Faisal,6317.54,473.48,5844.06,6,
321302,Ebn Sina Faisal970,709,28032026,12:47:07,,,,3909.98,660.91,3249.07,5,CLSD
321303,Ebn Sina Faisal Branch 235,704,01032026,18:59:51,"Tahrir 84, FSL zone",Giza,Faisal,5604.73,401.33,5203.40,11,CLSD
321306,Ebn Sina Faisal970,777,07032026,22:54:04,blk 19 - FSL - mosque,,,3390.69,486.51,2904.18,8,CLSD
321307,el DR MEDHAT FAISAL,769,27032026,09:48:57,Faisal199 Corniche,,,4235.11,539.94,3695.17,8,CLSD
321308,PY/dr medhat faisal-A,740,02032026,19:17:27,"148 Autostrad st., near gas station, FSL",,,4186.72,1069.36,3117.36,9,CLSD
321309,el DR MEDHAT FAISAL,736,12032026,23:01:56,,,,1652.16,367.92,1284.24,6,CLSD
321310,PH El Hookama Smouha,772,12032026,17:57:13,,,,1825.47,235.81,1589.66,7,
321312,El Hokama Banha br.2,703,24032026,14:24:02,"31 Tahrir st., near park, FSL",,,4497.16,467.68,4029.48,7,CLSD
321313,PY/Al Nozha Faisal br.2,732,28032026,08:55:19,"Salah Salem 220, FSL zone",,,3739.58,450.39,3289.19,9,CLSD
321314,PY/AL NOZHA WH-858,729,02032026,21:37:58,,,,11547.95,2628.59,8919.36,13,
321317,EL El Zahraaa Dokki 6th Zone,732,01032026,23:33:38,,,,1221.60,152.83,1068.77,4,CLSD
321318,Family Maadi Station St.,739,23032026,17:58:11,FSL/169,,,2871.16,513.49,2357.67,7,
321319,Famly Maadi 6th Zone,769,17032026,20:03:42,"Industrial Zone 224, FSL zone",Cairo,Nasr City,1571.28,278.62,1292.66,2,CLSD
321320,EL PHARMA PLUS FAISSAL 04,747,05032026,23:20:24,,,,8949.10,1815.50,7133.60,13,
321321,EL star care faisal Branch 1,735,22032026,12:00:29,Faisall 40 Gamet Dewal,,,3140.09,512.81,2627.28,4,CLSD
321322,PY/NILE CARE r.2160,745,22032026,08:40:43,Faissal 21 Salah Salem,Giza,Faisal,3271.03,281.27,2989.76,6,CLSD
321323,PY/NILE CARE br.2160,774,11032026,23:13:49,FSL/190,,,1362.55,303.29,1059.26,9,
321325,Al Amal Branch 2,706,23-Mar-2026,08:43:52,,Giza,Faisal,6981.14,1179.98,5801.16,13,
321326,EL Al Aaml Statioon St.,703,09032026,17:03:26,,Giza,Faisal,2072.97,208.89,1864.08,4,CLSD
321330,EL STAR CARE ZAYED 04,735,07032026,20:18:32,"143 Port Said st., near market, FSL",,,5982.48,898.72,5083.76,12,CLSD
321331,el Star Care Zayed Station St.36,742,08032026,23:45:15,Faisal 10 Tahrir,,,1925.74,434.07,1491.67,3,
321333,e faraby (2),733,04032026,20:43:58,Faisal 87 Mustafa Nahas,,,2444.21,227.16,2217.05,4,CLSD
321334,PY/EBN SINA FAISAL 6th Zone,726,04-Mar-2026,19:06:18,,,,2150.63,181.06,1969.57,7,CLSD
321335,PY/EBN SINA FAISAL 6th Zone,717,18032026,21:43:08,"9th District 13, FSL zone",Giza,Faisal,2750.49,704.77,2045.72,5,CLSD
321336,PH METRO HARAM Branch 1842,747,08032026,23:26:33,,,,3986.91,865.94,3120.97,6,CLSD
321337,PH Metro Hram-A,745,16032026,22:37:55,blk 26 - FSL - school,,,1478.26,176.77,1301.49,3,
321338,Ph/Metro Hara-A,700,18032026,23:52:52,FSL/158,,,6124.49,1499.89,4624.60,8,CLSD
321339,EL metro haram Branch 2,722,19032026,22:39:23,Faisal10 Tahrir,,,5072.07,1255.85,3816.22,7,CLSD
321340,Care 24 Seven Faisal-A,701,06-Mar-2026,23:42:37,FSL/1,,,1482.40,416.11,1066.29,3,CLSD
321341,CARE 24 WH-885,744,25032026,12:24:09,,Giza,Faisal,3535.95,349.72,3186.23,6,CLSD
321342,seeha first haram,743,05032026,21:50:57,"Haram 63, FSL zone",,,3369.04,289.16,3079.88,4,CLSD
321343,Ph/EL NASR,714,15032026,20:01:52,Faisal 140Gamet Dewal,,,3242.31,461.51,2780.80,10,CLSD
321344,El-EL NASR6th Zone,728,19032026,21:37:21,blk 13 - FSL - mosque,,,574.90,67.19,507.71,2,
321346,NILE CARE Mall,768,07032026,23:02:40,"Faisal 182, FSL zone",,,4001.40,482.19,3519.21,11,CLSD
321347,Ph/LIFE LINE MONTAZAMain Road,716,01-Mar-2026,22:35:57,FSL/7,,,1606.76,234.90,1371.86,6,CLSD
321348,Ph/Life Line Montaza Mall,741,25032026,10:22:22,FSL/148,,,4993.45,1191.99,3801.46,15,
321349,Ph/El Baraka 6th Zone,737,14032026,22:21:59,,,,3771.80,700.36,3071.44,5,CLSD
321351,El-El Baraka-A,766,28-Mar-2026,08:17:15,,Giza,Faisal,5671.50,412.27,5259.23,6,CLSD
321352,el life line faisal,745,02-Mar-2026,19:18:46,"135 Port Said st., near school, FSL",,,1329.26,160.68,1168.58,2,CLSD
321353,elE l Hokama,756,25032026,12:47:14,Faisa l233 Industrial Zone,,,3951.73,567.27,3384.46,8,CLSD
321354,el El Hokama,776,21032026,13:06:03,,,,3862.86,562.31,3300.55,6,CLSD
321355,SEHA FIRST FAISAL 011,733,08032026,18:00:13,,,,2002.94,208.37,1794.57,5,CLSD
321356,EL Pharma Plus Branch 2,765,07032026,23:36:22,,,,2269.92,184.85,2085.07,7,CLSD
321357,El-Seha First Faisal Branch 1,752,16032026,15:14:00,Faisal 3 Prot Said,,,7650.82,1616.07,6034.75,7,
321358,el SEHA FIRST FAISAL,767,14032026,21:07:11,,,,6540.33,710.45,5829.88,11,CLSD
321359,El-EBN SINA NOZHA br.2,734,23032026,15:15:05,,Alexandria,Smouha,6636.08,1056.92,5579.16,9,CLSD
321360,El-EBN SINA NOZHA 011,749,19032026,23:01:35,FSL/138,Alexandria,Smouha,3712.56,867.02,2845.54,10,
321361,El-EBN SINA NOZHA 011,749,10032026,20:42:41,,,,3401.62,674.68,2726.94,9,CLSD
321362,Ph/MIS br.2,766,09032026,22:58:34,,,,7313.94,703.15,6610.79,9,
321363,PH misr,766,12032026,23:26:14,blk 1 - FSL - school,,,5427.33,314.61,5112.72,5,
321364,El aNsr Faisal br.2,752,13-Mar-2026,15:45:49,"Mustafa Nahhas 25, FSL zone",,,2815.98,489.35,2326.63,5,CLSD
321365,PH msr,775,13-Mar-2026,22:08:18,FSL/40,,,6600.67,1571.60,5029.07,11,
321366,PYY/misr Mall,733,23032026,16:21:13,"126 Port Said st., near bridge, FSL",Giza,Mohandessin,7128.33,816.13,6312.20,10,
321367,Ph/Care 24 Seve nFaisal-A,704,20032026,15:10:38,Faisal 238 9th Distrrict,Alexandria,Smouha,4200.48,204.23,3996.25,7,
321369,PH EL BARAKA FAISAL 04,769,23032026,12:22:49,,,,5113.15,732.43,4380.72,4,CLSD
321370,PH El Baraka Faisal716,703,14032026,22:18:26,"9th District 78, FSL zone",,,2131.57,192.27,1939.30,8,
321372,El Farbay Marg (2),717,09032026,21:46:50,"Nasr 222, FSL zone",Giza,Faisal,3538.84,861.78,2677.06,8,
321373,EL lE Faraby Marg Main Road,743,09032026,23:04:13,Faisal 70 Abbbas,,,4484.12,514.01,3970.11,9,
321375,ALPHA PHARMA SSQUARE-A,766,19032026,22:04:40,Faisal 44H aram,,,2436.89,114.89,2322.00,3,CLSD
321376,Ph/ALPHA PHARMA SQARE br.2,741,22032026,10:04:20,Faissal 140 Abbas,,,2639.91,675.06,1964.85,3,CLSD
321378,EL Hope Dokki Branch 2,727,09032026,22:29:21,Faiasl 59 Sudan,,,8599.82,1044.87,7554.95,11,
321379,EL Hope Dokki rBanch 1,757,05032026,18:39:56,,,,3793.86,536.75,3257.11,4,
321380,Ph/El Zahrraa,720,06032026,23:52:07,,,,2311.75,575.52,1736.23,3,CLSD
321382,silver care haram,731,08-Mar-2026,23:03:46,Fiasal 195 Port Said,,,1794.53,169.27,1625.26,3,
321384,EL El Shifa Zayed Mall418,730,02032026,16:28:17,Faisal 12 8Faisal,,,4665.59,972.71,3692.88,11,CLSD
321385,Blue Wave-A,727,10032026,22:17:26,"Autostrad 141, FSL zone",,,6796.58,733.46,6063.12,9,
321386,el Omega Faisal Branch 1,712,07032026,19:05:19,"205 Nasr st., near market, FSL",,,1407.37,224.02,1183.35,7,CLSD
321388,Omega Faisal Station St.,727,17032026,17:18:34,,,,5212.02,668.65,4543.37,8,
321389,EL Elite 011,756,21032026,13:56:36,,,,2729.76,456.07,2273.69,2,
321392,Ph/Eliite,723,23032026,08:04:38,,,,9797.00,1100.30,8696.70,10,
321393,EL BETTER LIFE 011,762,01032026,20:06:03,,Alexandria,Smouha,5254.09,883.50,4370.59,7,CLSD
321394,PH Golden Care 011,739,13032026,22:45:52,,,,10202.66,1982.82,8219.84,6,CLSD
321395,PH better life faisal (2),759,21032026,12:56:42,,,,4030.91,882.78,3148.13,10,CLSD
321396,Dr Medhat Imbaba Station St.,729,18032026,21:46:24,Faisal 66 NNasr,,,3431.49,676.48,2755.01,4,CLSD
321397,Ph/EL BARAKA MARG 6th Zone,744,14032026,21:16:53,FSL/73,,,8334.18,914.24,7419.94,11,CLSD
321398,el Elite Haram-A,767,01-Mar-2026,20:34:58,FSL/44,,,2890.82,406.06,2484.76,7,CLSD
321399,el elte haram 011,765,22032026,08:33:41,blk 12 - FSL - hospital,,,10456.28,810.98,9645.30,11,
321401,union pharm zayed 011,709,13032026,19:31:01,,Cairo,Nasr City,1520.68,279.44,1241.24,6,
321402,UNION PHARM ZAYED Station tS.,757,24-Mar-2026,12:43:18,"Gamet Dewal 57, FSL zone",,,4835.04,596.49,4238.55,7,CLSD
321404,Mira-A449,754,01032026,23:06:21,,,,4940.80,1137.01,3803.79,14,
321405,Ph/mira Brnach 2,717,05032026,16:50:07,FSL/226,,,6792.55,1452.19,5340.36,10,CLSD
